datetime,game_length,game_result,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2024-10-16 13:00:34,50,W+16.5,1,True,False,False,,-1,40.2196,0
2024-10-16 13:01:00,29,B+0.5,2,True,False,False,,-1,32.6967,0
2024-10-16 13:01:34,50,W+1.5,1,True,False,False,,-1,33.2193,0
2024-10-16 13:02:03,50,W+12.5,6,False,False,False,,-0.88,32.1429,0
2024-10-16 13:02:31,49,W+R,5,False,False,False,B,-0.88,31.4233,0
2024-10-16 13:03:04,50,B+R,1,False,False,False,W,-0.88,31.6175,0
2024-10-16 13:03:35,42,B+R,0,False,False,False,W,-0.88,31.5748,0
2024-10-16 13:04:03,29,B+1.5,4,False,False,False,,-0.88,31.0824,0
2024-10-16 13:04:29,44,W+29.5,6,False,False,False,,-0.88,30.4763,0
2024-10-16 13:04:58,45,B+17.5,6,False,False,False,,-0.88,30.3758,0
2024-10-16 13:05:25,49,W+R,4,False,False,False,B,-0.88,30.1102,0
2024-10-16 13:06:03,50,W+10.5,4,False,False,False,,-0.88,30.7143,0
2024-10-16 13:06:35,50,W+1.5,3,False,False,False,,-0.88,30.8276,0
2024-10-16 13:06:54,22,W+10.5,2,True,False,False,,-0.88,29.9822,0
2024-10-16 13:07:24,43,B+4.5,3,False,False,False,,-0.88,30.0121,0
2024-10-16 13:07:56,48,B+R,1,False,False,False,W,-0.88,30.1132,0
2024-10-16 13:08:28,47,W+R,3,False,False,False,B,-0.88,30.1925,0
2024-10-16 13:08:59,46,W+26.5,4,False,False,False,,-0.88,30.2466,0
2024-10-16 13:09:29,48,B+R,8,False,False,False,W,-0.88,30.2233,0
2024-10-16 13:09:57,47,W+R,7,False,False,False,B,-0.88,30.1165,0
2024-10-16 13:10:25,50,W+14.5,3,False,False,False,,-0.88,30.0196,0
2024-10-16 13:10:44,26,W+9.5,2,False,False,False,,-0.88,29.5474,0
2024-10-16 13:11:16,50,W+16.5,4,False,False,False,,-0.88,29.645,0
2024-10-16 13:11:49,49,W+R,3,False,False,False,B,-0.88,29.7756,0
2024-10-16 13:12:21,50,W+15.5,3,True,False,False,,-0.88,29.879,0
2024-10-16 13:12:49,50,W+6.5,5,False,False,False,,-0.88,29.7784,0
2024-10-16 13:13:26,49,W+R,1,False,False,False,B,-0.88,30.077,0
2024-10-16 13:13:53,36,W+15.5,2,False,False,False,,-0.88,29.9615,0
2024-10-16 13:14:22,50,W+10.5,6,False,False,False,,-0.88,29.9229,0
2024-10-16 13:14:51,49,B+17.5,5,True,True,False,W,-0.88,29.8761,0
2024-10-16 13:15:17,39,B+13.5,2,False,False,False,,-0.88,29.76,0
2024-10-16 13:15:47,50,W+10.5,5,False,False,False,,-0.88,29.7645,0
2024-10-16 13:16:12,37,W+R,1,False,False,False,B,-0.88,29.6255,0
2024-10-16 13:16:39,50,B+0.5,4,True,True,False,W,-0.88,29.5631,0
2024-10-16 13:17:07,48,B+R,5,False,False,False,W,-0.88,29.5194,0
2024-10-16 13:17:32,36,W+22.5,2,False,False,False,,-0.88,29.3849,0
2024-10-16 13:18:00,43,W+R,4,False,False,False,B,-0.88,29.3402,0
2024-10-16 13:18:30,50,W+16.5,7,True,True,False,B,-0.88,29.3673,0
2024-10-16 13:18:58,46,B+R,5,False,False,False,W,-0.88,29.334,0
2024-10-16 13:19:29,49,W+R,1,False,False,False,B,-0.88,29.3651,0
2024-10-16 13:19:59,49,W+R,4,False,False,False,B,-0.88,29.3918,0
2024-10-16 13:20:29,44,B+R,2,False,False,False,W,-0.88,29.39,0
2024-10-16 13:20:57,45,B+3.5,3,False,False,False,,-0.88,29.368,0
2024-10-16 13:21:28,49,W+R,5,False,False,False,B,-0.88,29.393,0
2024-10-16 13:21:58,49,W+R,7,False,False,False,B,-0.88,29.4155,0
2024-10-16 13:22:26,40,B+R,1,False,False,False,W,-0.88,29.3848,0
2024-10-16 13:22:54,46,B+R,2,False,False,False,W,-0.88,29.3535,0
2024-10-16 13:23:22,50,W+2.5,0,False,False,False,,-0.88,29.3188,0
2024-10-16 13:23:50,50,B+17.5,6,True,True,False,W,-0.88,29.303,0
2024-10-16 13:24:17,45,W+R,6,False,False,False,B,-0.88,29.2616,0
2024-10-16 13:24:40,40,B+R,2,False,False,False,W,-0.88,29.1228,0
2024-10-16 13:25:05,47,W+R,5,False,False,False,B,-0.88,29.056,0
2024-10-16 13:25:24,29,W+8.5,2,True,True,False,B,-0.88,28.8706,0
2024-10-16 13:25:51,49,W+R,4,False,False,False,B,-0.88,28.8247,0
2024-10-16 13:26:15,50,W+3.5,2,False,False,False,,-0.88,28.7473,0
2024-10-16 13:26:40,39,W+R,3,False,False,False,B,-0.88,28.6743,0
2024-10-16 13:27:04,40,B+R,5,False,False,False,W,-0.88,28.5987,0
2024-10-16 13:27:34,46,B+R,1,False,False,False,W,-0.88,28.6121,0
2024-10-16 13:28:03,46,B+R,4,False,False,False,W,-0.88,28.6189,0
2024-10-16 13:28:27,50,W+16.5,4,False,False,False,,-0.88,28.5485,0
2024-10-16 13:28:52,48,B+R,3,False,False,False,W,-0.88,28.4936,0
2024-10-16 13:29:13,42,B+R,2,False,False,False,W,-0.88,28.3611,0
2024-10-16 13:29:36,50,W+16.5,4,False,False,False,,-0.88,28.2744,0
2024-10-16 13:30:02,43,W+R,2,False,False,False,B,-0.88,28.2396,0
2024-10-16 13:30:25,44,B+R,5,False,False,False,W,-0.88,28.1684,0
2024-10-16 13:30:50,46,B+R,4,False,False,False,W,-0.88,28.1174,0
2024-10-16 13:31:19,48,B+R,1,False,False,False,W,-0.88,28.1288,0
2024-10-16 13:31:41,48,B+R,4,False,False,False,W,-0.88,28.044,0
2024-10-16 13:32:07,49,W+R,4,False,False,False,B,-0.88,28.0122,0
2024-10-16 13:32:32,47,W+R,2,False,False,False,B,-0.88,27.9702,0
2024-10-16 13:33:00,39,W+R,0,False,False,False,B,-0.88,27.9624,0
2024-10-16 13:33:27,45,W+R,0,False,False,False,B,-0.88,27.9513,0
2024-10-16 13:33:56,45,W+R,0,False,False,False,B,-0.88,27.9702,0
2024-10-16 13:34:22,41,W+R,3,False,False,False,B,-0.88,27.9366,0
2024-10-16 13:34:46,41,W+R,2,False,False,False,B,-0.88,27.8876,0
2024-10-16 13:35:10,45,B+12.5,5,False,False,False,,-0.88,27.8368,0
2024-10-16 13:35:30,43,B+13.5,11,False,False,False,,-0.88,27.7411,0
2024-10-16 13:35:55,40,B+R,1,False,False,False,W,-0.88,27.6978,0
2024-10-16 13:36:15,36,W+15.5,5,False,False,False,,-0.88,27.6009,0
2024-10-16 13:36:36,46,B+R,3,False,False,False,W,-0.88,27.5267,0
2024-10-16 13:36:55,34,B+R,2,False,False,False,W,-0.88,27.4198,0
2024-10-16 13:37:15,30,W+15.5,2,False,False,False,,-0.88,27.3253,0
2024-10-16 13:37:40,48,B+R,3,False,False,False,W,-0.88,27.2974,0
2024-10-16 13:38:04,49,W+R,4,False,False,False,B,-0.88,27.2628,0
2024-10-16 13:38:34,50,W+3.5,3,False,False,False,,-0.88,27.2869,0
2024-10-16 13:38:51,42,B+R,3,False,False,False,W,-0.88,27.1692,0
2024-10-16 13:39:10,42,B+R,5,False,False,False,W,-0.88,27.0748,0
2024-10-16 13:40:37,30,B+R,1,False,False,False,W,-0.88,27.1313,1000
2024-10-16 13:41:07,27,W+R,2,False,False,False,B,-0.88,27.1674,1000
2024-10-16 13:41:36,36,B+R,6,False,False,False,W,-0.88,27.1831,1000
2024-10-16 13:42:11,32,B+R,1,False,False,False,W,-0.88,27.2642,1000
2024-10-16 13:42:39,31,W+R,4,False,False,False,B,-0.88,27.2814,1000
2024-10-16 13:43:10,31,W+R,2,False,False,False,B,-0.88,27.3116,1000
2024-10-16 13:43:45,37,W+R,1,False,False,False,B,-0.88,27.3975,1000
2024-10-16 13:44:17,32,B+R,3,False,False,False,W,-0.88,27.4456,1000
2024-10-16 13:44:44,27,W+R,0,False,False,False,B,-0.88,27.4423,1000
2024-10-16 13:45:19,39,B+14.5,6,True,True,False,W,-0.88,27.5135,1000
2024-10-16 13:45:48,29,W+R,2,False,False,False,B,-0.88,27.5337,1000
2024-10-16 13:46:13,27,W+R,2,False,False,False,B,-0.88,27.5072,1000
2024-10-16 13:46:40,27,W+R,0,False,False,False,B,-0.88,27.3739,1000
2024-10-16 13:47:11,27,W+R,0,False,False,False,B,-0.88,27.4291,1000
2024-10-16 13:47:37,29,W+R,3,False,False,False,B,-0.88,27.3532,1000
2024-10-16 13:48:10,34,B+R,1,False,False,False,W,-0.88,27.3935,1000
2024-10-16 13:48:32,25,W+10.5,3,False,False,False,,-0.88,27.3297,1000
2024-10-16 13:49:08,35,W+7.5,2,True,True,False,B,-0.88,27.3549,1000
2024-10-16 13:49:41,34,B+R,1,False,False,False,W,-0.88,27.3756,1000
2024-10-16 13:50:06,24,W+12.5,2,False,False,False,,-0.88,27.3512,1000
2024-10-16 13:50:33,29,W+11.5,3,True,True,False,B,-0.88,27.3626,1000
2024-10-16 13:51:04,31,B+6.5,4,True,True,False,W,-0.88,27.3772,1000
2024-10-16 13:51:37,32,B+R,2,False,False,False,W,-0.88,27.4345,1000
2024-10-16 13:52:13,42,B+R,6,False,False,False,W,-0.88,27.4171,1000
2024-10-16 13:52:40,27,W+R,0,False,False,False,B,-0.88,27.3701,1000
2024-10-16 13:53:13,38,B+R,4,False,False,False,W,-0.88,27.5122,1000
2024-10-16 13:53:50,40,B+R,4,False,False,False,W,-0.88,27.576,1000
2024-10-16 13:54:17,33,B+0.5,4,False,False,False,,-0.88,27.5272,1000
2024-10-16 13:54:46,28,B+R,1,False,False,False,W,-0.88,27.5027,1000
2024-10-16 13:55:10,24,W+9.5,2,False,False,False,,-0.88,27.4341,1000
2024-10-16 13:55:41,29,B+2.5,4,False,False,False,,-0.88,27.4433,1000
2024-10-16 13:56:10,27,W+R,1,False,False,False,B,-0.88,27.4528,1000
2024-10-16 13:56:36,26,W+10.5,2,False,False,False,,-0.88,27.4283,1000
2024-10-16 13:57:07,34,B+R,3,False,False,False,W,-0.88,27.5492,1000
2024-10-16 13:58:41,28,B+R,2,False,False,False,W,-0.88,27.5771,2000
2024-10-16 13:59:08,27,W+R,2,False,False,False,B,-0.88,27.5173,2000
2024-10-16 13:59:36,27,B+9.5,4,False,False,False,,-0.88,27.5305,2000
2024-10-16 14:00:01,27,B+1.5,2,False,False,False,,-0.88,27.4014,2000
2024-10-16 14:00:28,29,W+R,4,False,False,False,B,-0.88,27.3998,2000
2024-10-16 14:00:54,26,W+15.5,2,False,False,False,,-0.88,27.3684,2000
2024-10-16 14:01:28,45,W+R,4,False,False,False,B,-0.88,27.4254,2000
