datetime,game_length,game_result,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2024-10-16 13:00:03,24,W+8.5,2,True,False,False,,-1,9.9277,0
2024-10-16 13:00:18,49,B+12.5,6,True,False,False,,-1,12.4799,0
2024-10-16 13:00:37,49,W+14.5,6,True,False,False,,-1,14.6017,0
2024-10-16 13:00:50,42,W+24.5,4,True,False,False,,-1,14.3297,0
2024-10-16 13:01:05,48,B+4.5,7,True,False,False,,-1,14.5073,0
2024-10-16 13:01:19,50,B+7.5,7,True,False,False,,-1,14.3241,0
2024-10-16 13:01:31,41,W+R,0,False,False,False,B,-0.88,14.0627,0
2024-10-16 13:01:44,39,W+R,4,False,False,False,B,-0.88,13.8799,0
2024-10-16 13:01:54,28,B+R,2,False,False,False,W,-0.88,13.5067,0
2024-10-16 13:02:07,50,B+R,2,False,False,False,W,-0.88,13.3742,0
2024-10-16 13:02:19,36,B+R,2,False,False,False,W,-0.88,13.2671,0
2024-10-16 13:02:29,27,W+R,2,False,False,False,B,-0.88,13.0148,0
2024-10-16 13:02:41,30,W+15.5,2,False,False,False,,-0.88,12.9407,0
2024-10-16 13:02:55,47,W+R,0,False,False,False,B,-0.88,13.0085,0
2024-10-16 13:03:09,30,B+R,1,False,False,False,W,-0.88,13.0534,0
2024-10-16 13:03:22,22,W+7.5,2,False,False,False,,-0.88,13.0857,0
2024-10-16 13:03:35,27,W+R,0,False,False,False,B,-0.88,13.0937,0
2024-10-16 13:03:49,34,B+R,1,False,False,False,W,-0.88,13.1048,0
2024-10-16 13:03:59,27,W+R,1,False,False,False,B,-0.88,12.9511,0
2024-10-16 13:04:15,49,W+R,5,False,False,False,B,-0.88,13.1152,0
2024-10-16 13:04:29,38,B+R,7,False,False,False,W,-0.88,13.1684,0
2024-10-16 13:04:44,50,B+R,6,False,False,False,W,-0.88,13.2204,0
2024-10-16 13:04:53,24,W+6.5,2,False,False,False,,-0.88,13.0617,0
2024-10-16 13:05:03,40,B+R,2,False,False,False,W,-0.88,12.9378,0
2024-10-16 13:05:19,40,B+R,5,False,False,False,W,-0.88,13.0526,0
2024-10-16 13:05:30,27,W+R,0,False,False,False,B,-0.88,12.9812,0
2024-10-16 13:05:48,49,W+R,2,False,False,False,B,-0.88,13.1722,0
2024-10-16 13:06:00,27,W+R,2,False,False,False,B,-0.88,13.1142,0
2024-10-16 13:06:15,33,W+R,1,False,False,False,B,-0.88,13.1824,0
2024-10-16 13:06:29,26,W+6.5,2,False,False,False,,-0.88,13.2089,0
2024-10-16 13:06:42,50,W+12.5,7,True,True,False,B,-0.88,13.213,0
2024-10-16 13:06:55,29,W+R,2,False,False,False,B,-0.88,13.2037,0
2024-10-16 13:07:06,22,W+9.5,2,False,False,False,,-0.88,13.1168,0
2024-10-16 13:07:22,46,B+6.5,3,True,True,False,W,-0.88,13.2144,0
2024-10-16 13:07:40,49,W+R,5,False,False,False,B,-0.88,13.3357,0
2024-10-16 13:07:52,46,B+R,3,False,False,False,W,-0.88,13.3171,0
2024-10-16 13:08:07,43,W+R,1,False,False,False,B,-0.88,13.3553,0
2024-10-16 13:08:24,49,W+R,5,False,False,False,B,-0.88,13.4635,0
2024-10-16 13:08:37,30,B+R,3,False,False,False,W,-0.88,13.4478,0
