datetime,training_steps,policy_loss,value_loss,learning_rate,total_games,total_samples
2024-10-16 16:36:52,13600,1.2635504007339478,0.29603463411331177,0.01,8500,265641
2024-10-16 16:36:56,13800,1.4530963897705078,0.3573054075241089,0.01,8500,265641
2024-10-16 16:37:01,14000,1.2916955947875977,0.26974985003471375,0.01,8500,265641
2024-10-16 16:48:55,14200,1.3952717781066895,0.30956706404685974,0.01,9000,280035
2024-10-16 16:49:00,14400,1.2452008724212646,0.2694885730743408,0.01,9000,280035
2024-10-16 16:49:04,14600,1.4077606201171875,0.3116685450077057,0.01,9000,280035
2024-10-16 16:49:08,14800,1.3000431060791016,0.2773892283439636,0.01,9000,280035
2024-10-16 16:49:13,15000,1.246281623840332,0.3058333992958069,0.01,9000,280035
2024-10-16 17:00:48,15200,1.3287773132324219,0.29546278715133667,0.01,9500,294258
2024-10-16 17:00:53,15400,1.3542572259902954,0.2794172167778015,0.01,9500,294258
2024-10-16 17:00:57,15600,1.182490348815918,0.2458728849887848,0.01,9500,294258
2024-10-16 17:01:01,15800,1.3484472036361694,0.26116234064102173,0.01,9500,294258
2024-10-16 17:01:05,16000,1.1635637283325195,0.21889811754226685,0.01,9500,294258
2024-10-16 17:12:40,16200,1.1468408107757568,0.2029908001422882,0.01,10000,308592
2024-10-16 17:12:45,16400,1.2777024507522583,0.2648288607597351,0.01,10000,308592
2024-10-16 17:12:49,16600,1.0572384595870972,0.2336680144071579,0.01,10000,308592
2024-10-16 17:12:54,16800,1.1420314311981201,0.1912897229194641,0.01,10000,308592
2024-10-16 17:12:59,17000,1.3454692363739014,0.26773276925086975,0.01,10000,308592
2024-10-16 17:24:33,17200,1.2666571140289307,0.23006920516490936,0.01,10500,322987
2024-10-16 17:24:38,17400,1.0911593437194824,0.18764573335647583,0.01,10500,322987
2024-10-16 17:24:42,17600,1.2307333946228027,0.1864367127418518,0.01,10500,322987
2024-10-16 17:24:47,17800,1.0168873071670532,0.1539181023836136,0.01,10500,322987
2024-10-16 17:24:51,18000,1.224238395690918,0.17370572686195374,0.01,10500,322987
2024-10-16 17:36:17,18200,1.2273300886154175,0.1687849909067154,0.01,11000,337312
2024-10-16 17:36:21,18400,1.15096116065979,0.15959130227565765,0.01,11000,337312
2024-10-16 17:36:25,18600,1.1191166639328003,0.16183051466941833,0.01,11000,337312
2024-10-16 17:36:30,18800,1.142641544342041,0.11462573707103729,0.01,11000,337312
2024-10-16 17:36:34,19000,1.2612206935882568,0.1671629250049591,0.01,11000,337312
2024-10-16 17:47:49,19200,1.0216567516326904,0.11097945272922516,0.01,11500,351665
2024-10-16 17:47:53,19400,1.2068016529083252,0.1525011658668518,0.01,11500,351665
2024-10-16 17:47:57,19600,1.0776894092559814,0.06024625897407532,0.01,11500,351665
2024-10-16 17:48:02,19800,1.1760015487670898,0.1320895552635193,0.01,11500,351665
2024-10-16 17:48:06,20000,1.1031064987182617,0.09877829998731613,0.01,11500,351665
2024-10-16 17:59:09,20200,1.0416710376739502,0.0969061627984047,0.01,12000,365901
2024-10-16 17:59:14,20400,1.1862850189208984,0.07594327628612518,0.01,12000,365901
2024-10-16 17:59:19,20600,1.2347508668899536,0.08083361387252808,0.01,12000,365901
2024-10-16 17:59:23,20800,1.0412232875823975,0.12352192401885986,0.01,12000,365901
2024-10-16 17:59:28,21000,1.2292542457580566,0.11093570291996002,0.01,12000,365901
2024-10-16 18:10:51,21200,1.0147802829742432,0.11014795303344727,0.01,12500,380171
2024-10-16 18:10:55,21400,1.2416678667068481,0.10468526184558868,0.01,12500,380171
2024-10-16 18:10:59,21600,1.2003216743469238,0.13409869372844696,0.01,12500,380171
2024-10-16 18:11:04,21800,1.070645809173584,0.09265844523906708,0.01,12500,380171
2024-10-16 18:11:08,22000,1.2345342636108398,0.14485538005828857,0.01,12500,380171
2024-10-16 18:22:02,22200,0.9809176325798035,0.10086974501609802,0.01,13000,394249
2024-10-16 18:22:06,22400,0.9899544715881348,0.0858459621667862,0.01,13000,394249
2024-10-16 18:22:11,22600,1.0378124713897705,0.07421984523534775,0.01,13000,394249
2024-10-16 18:22:15,22800,1.0043413639068604,0.07501043379306793,0.01,13000,394249
2024-10-16 18:22:19,23000,1.1862456798553467,0.06101657822728157,0.01,13000,394249
2024-10-16 18:33:04,23200,0.9655003547668457,0.08266843855381012,0.01,13500,408209
2024-10-16 18:33:09,23400,1.1619999408721924,0.13398095965385437,0.01,13500,408209
2024-10-16 18:33:13,23600,1.2473554611206055,0.09734241664409637,0.01,13500,408209
2024-10-16 18:33:17,23800,0.9746171236038208,0.09880995750427246,0.01,13500,408209
2024-10-16 18:33:22,24000,1.132765769958496,0.09795725345611572,0.01,13500,408209
2024-10-16 18:44:30,24200,1.1106529235839844,0.10800852626562119,0.01,14000,422477
2024-10-16 18:44:35,24400,1.1282113790512085,0.080023854970932,0.01,14000,422477
2024-10-16 18:44:39,24600,1.0447463989257812,0.07646377384662628,0.01,14000,422477
2024-10-16 18:44:43,24800,1.0321308374404907,0.061906442046165466,0.01,14000,422477
2024-10-16 18:44:47,25000,1.1414217948913574,0.12727323174476624,0.01,14000,422477
2024-10-16 18:55:44,25200,1.1202681064605713,0.08080420643091202,0.01,14500,436585
2024-10-16 18:55:49,25400,1.034388780593872,0.05870610475540161,0.01,14500,436585
2024-10-16 18:55:53,25600,1.0467946529388428,0.04894082993268967,0.01,14500,436585
2024-10-16 18:55:57,25800,1.0238139629364014,0.08490364253520966,0.01,14500,436585
2024-10-16 18:56:02,26000,1.0516127347946167,0.07646983116865158,0.01,14500,436585
2024-10-16 19:07:02,26200,1.024357795715332,0.059385064989328384,0.01,15000,450653
2024-10-16 19:07:06,26400,1.044463038444519,0.06637046486139297,0.01,15000,450653
2024-10-16 19:07:11,26600,1.0833665132522583,0.0511234886944294,0.01,15000,450653
2024-10-16 19:07:15,26800,0.9495683908462524,0.05088207870721817,0.01,15000,450653
2024-10-16 19:07:19,27000,1.164090633392334,0.07001833617687225,0.01,15000,450653
2024-10-16 19:18:11,27200,1.0200116634368896,0.05916457995772362,0.01,15500,464763
2024-10-16 19:18:16,27400,1.0242812633514404,0.08566803485155106,0.01,15500,464763
2024-10-16 19:18:20,27600,1.1159464120864868,0.0728694424033165,0.01,15500,464763
2024-10-16 19:18:24,27800,1.0463906526565552,0.0229253638535738,0.01,15500,464763
2024-10-16 19:18:29,28000,1.0889993906021118,0.07271896302700043,0.01,15500,464763
2024-10-16 19:29:26,28200,1.139432668685913,0.11237111687660217,0.01,16000,479067
2024-10-16 19:29:30,28400,1.0821095705032349,0.057689085602760315,0.01,16000,479067
2024-10-16 19:29:35,28600,1.1186513900756836,0.09505113959312439,0.01,16000,479067
2024-10-16 19:29:39,28800,1.0925871133804321,0.07380785793066025,0.01,16000,479067
2024-10-16 19:29:43,29000,1.141791820526123,0.10163822770118713,0.01,16000,479067
2024-10-16 19:40:27,29200,0.9697598814964294,0.06532737612724304,0.01,16500,493216
2024-10-16 19:40:31,29400,1.1681137084960938,0.12305957078933716,0.01,16500,493216
2024-10-16 19:40:35,29600,1.0280466079711914,0.06986017525196075,0.01,16500,493216
2024-10-16 19:40:40,29800,1.1442933082580566,0.08084366470575333,0.01,16500,493216
2024-10-16 19:40:44,30000,1.013695478439331,0.060036368668079376,0.01,16500,493216
2024-10-16 19:51:26,30200,1.1421699523925781,0.03928573429584503,0.01,17000,507383
2024-10-16 19:51:31,30400,1.1234426498413086,0.06218988448381424,0.01,17000,507383
2024-10-16 19:51:35,30600,1.1747660636901855,0.04889172688126564,0.01,17000,507383
2024-10-16 19:51:39,30800,1.0457545518875122,0.0776509940624237,0.01,17000,507383
2024-10-16 19:51:44,31000,1.014920949935913,0.045260898768901825,0.01,17000,507383
2024-10-16 20:02:20,31200,0.9499050378799438,0.027490800246596336,0.01,17500,521518
2024-10-16 20:02:24,31400,1.1432636976242065,0.04237508028745651,0.01,17500,521518
2024-10-16 20:02:29,31600,1.0612961053848267,0.057104144245386124,0.01,17500,521518
2024-10-16 20:02:33,31800,1.1292529106140137,0.08071479201316833,0.01,17500,521518
2024-10-16 20:02:37,32000,1.1602696180343628,0.06627902388572693,0.01,17500,521518
2024-10-16 20:13:21,32200,1.0256657600402832,0.08101256936788559,0.01,18000,535637
2024-10-16 20:13:26,32400,1.0892822742462158,0.10565163195133209,0.01,18000,535637
2024-10-16 20:13:30,32600,1.0790050029754639,0.09987238049507141,0.01,18000,535637
2024-10-16 20:13:34,32800,1.1922838687896729,0.07952870428562164,0.01,18000,535637
2024-10-16 20:13:39,33000,1.0092202425003052,0.07126417756080627,0.01,18000,535637
2024-10-16 20:24:31,33200,1.024969220161438,0.040580812841653824,0.01,18500,549931
2024-10-16 20:24:35,33400,1.1103644371032715,0.07687710225582123,0.01,18500,549931
2024-10-16 20:24:40,33600,1.1389096975326538,0.03847716748714447,0.01,18500,549931
2024-10-16 20:24:44,33800,0.9882051944732666,0.06499644368886948,0.01,18500,549931
2024-10-16 20:24:48,34000,1.1369208097457886,0.04698631167411804,0.01,18500,549931
2024-10-16 20:35:36,34200,1.05156409740448,0.05685630440711975,0.01,19000,564103
2024-10-16 20:35:40,34400,0.8911308646202087,0.06192639470100403,0.01,19000,564103
2024-10-16 20:35:45,34600,1.0270066261291504,0.043329063802957535,0.01,19000,564103
2024-10-16 20:35:49,34800,0.9929375052452087,0.05768867954611778,0.01,19000,564103
2024-10-16 20:35:53,35000,1.066587209701538,0.052195001393556595,0.01,19000,564103
2024-10-16 20:46:37,35200,0.9385342001914978,0.05550362914800644,0.01,19500,578316
2024-10-16 20:46:42,35400,1.0688239336013794,0.08610302209854126,0.01,19500,578316
2024-10-16 20:46:46,35600,0.9862253665924072,0.06537428498268127,0.01,19500,578316
2024-10-16 20:46:50,35800,1.1135691404342651,0.08300966769456863,0.01,19500,578316
2024-10-16 20:46:55,36000,0.9873888492584229,0.04121913015842438,0.01,19500,578316
2024-10-16 20:57:32,36200,1.0583980083465576,0.04085777699947357,0.01,20000,592429
2024-10-16 20:57:36,36400,1.102795124053955,0.07216307520866394,0.01,20000,592429
2024-10-16 20:57:40,36600,1.0436500310897827,0.04484739899635315,0.01,20000,592429
2024-10-16 20:57:45,36800,1.1763594150543213,0.08174362033605576,0.01,20000,592429
2024-10-16 20:57:49,37000,1.089543104171753,0.0596863254904747,0.01,20000,592429
2024-10-16 21:08:27,37200,1.1244854927062988,0.08180124312639236,0.01,20500,606607
2024-10-16 21:08:32,37400,1.133255124092102,0.09945891052484512,0.01,20500,606607
2024-10-16 21:08:36,37600,1.1663944721221924,0.05561152100563049,0.01,20500,606607
2024-10-16 21:08:40,37800,1.189284324645996,0.08878722786903381,0.01,20500,606607
2024-10-16 21:08:45,38000,1.0005419254302979,0.047976188361644745,0.01,20500,606607
2024-10-16 21:19:22,38200,1.1248568296432495,0.06366991996765137,0.01,21000,620878
2024-10-16 21:19:26,38400,1.1397478580474854,0.05811344087123871,0.01,21000,620878
2024-10-16 21:19:30,38600,1.0174047946929932,0.017800379544496536,0.01,21000,620878
2024-10-16 21:19:34,38800,1.1974046230316162,0.075590118765831,0.01,21000,620878
2024-10-16 21:19:39,39000,0.9745473861694336,0.04360752925276756,0.01,21000,620878
2024-10-16 21:30:04,39200,0.976734459400177,0.06276397407054901,0.01,21500,635060
2024-10-16 21:30:08,39400,1.0535719394683838,0.06602175533771515,0.01,21500,635060
2024-10-16 21:30:13,39600,1.0027949810028076,0.09894302487373352,0.01,21500,635060
2024-10-16 21:30:17,39800,0.9755005836486816,0.0498751737177372,0.01,21500,635060
2024-10-16 21:30:21,40000,1.0778145790100098,0.04826023057103157,0.01,21500,635060
2024-10-16 21:41:03,40200,1.0616960525512695,0.08934998512268066,0.01,22000,649274
2024-10-16 21:41:08,40400,1.2066677808761597,0.050963278859853745,0.01,22000,649274
2024-10-16 21:41:12,40600,0.9877829551696777,0.06909655779600143,0.01,22000,649274
2024-10-16 21:41:16,40800,1.028992772102356,0.0805167406797409,0.01,22000,649274
2024-10-16 21:41:20,41000,1.2038779258728027,0.08300663530826569,0.01,22000,649274
2024-10-16 21:51:47,41200,1.200103998184204,0.05549938231706619,0.01,22500,663337
2024-10-16 21:51:51,41400,1.0393718481063843,0.05518457666039467,0.01,22500,663337
2024-10-16 21:51:56,41600,1.167578935623169,0.11343298852443695,0.01,22500,663337
2024-10-16 21:52:00,41800,1.112135410308838,0.07894980907440186,0.01,22500,663337
2024-10-16 21:52:04,42000,1.0103120803833008,0.07150746881961823,0.01,22500,663337
2024-10-16 22:02:23,42200,1.1785352230072021,0.088294617831707,0.01,23000,677522
2024-10-16 22:02:28,42400,1.0841255187988281,0.05541945621371269,0.01,23000,677522
2024-10-16 22:02:32,42600,1.080789566040039,0.09033864736557007,0.01,23000,677522
2024-10-16 22:02:36,42800,0.9851303100585938,0.05028767138719559,0.01,23000,677522
2024-10-16 22:02:41,43000,1.080313801765442,0.0506674125790596,0.01,23000,677522
2024-10-16 22:13:07,43200,1.1016634702682495,0.07208549231290817,0.01,23500,691544
2024-10-16 22:13:12,43400,0.9885335564613342,0.061254940927028656,0.01,23500,691544
2024-10-16 22:13:16,43600,1.007861614227295,0.02657788246870041,0.01,23500,691544
2024-10-16 22:13:20,43800,1.0386210680007935,0.08177201449871063,0.01,23500,691544
2024-10-16 22:13:25,44000,1.0342789888381958,0.0425797700881958,0.01,23500,691544
2024-10-16 22:23:52,44200,1.015120267868042,0.017716199159622192,0.01,24000,705633
2024-10-16 22:23:57,44400,1.1046059131622314,0.041529979556798935,0.01,24000,705633
2024-10-16 22:24:01,44600,0.9985723495483398,0.04832986742258072,0.01,24000,705633
2024-10-16 22:24:05,44800,1.005531668663025,0.02749316394329071,0.01,24000,705633
2024-10-16 22:24:09,45000,0.944319486618042,0.068693146109581,0.01,24000,705633
2024-10-16 22:34:33,45200,0.998987078666687,0.08889804035425186,0.01,24500,719743
2024-10-16 22:34:37,45400,1.0263417959213257,0.06478582322597504,0.01,24500,719743
2024-10-16 22:34:42,45600,1.033388614654541,0.03157036378979683,0.01,24500,719743
2024-10-16 22:34:46,45800,1.0516138076782227,0.07447030395269394,0.01,24500,719743
2024-10-16 22:34:50,46000,1.030526876449585,0.05474500358104706,0.01,24500,719743
2024-10-16 22:45:20,46200,1.0903236865997314,0.026229947805404663,0.01,25000,733692
2024-10-16 22:45:24,46400,0.9957932829856873,0.046501193195581436,0.01,25000,733692
2024-10-16 22:45:28,46600,0.9795640110969543,0.07303333282470703,0.01,25000,733692
2024-10-16 22:45:33,46800,1.1274046897888184,0.04630410298705101,0.01,25000,733692
2024-10-16 22:45:37,47000,1.021200180053711,0.06974000483751297,0.01,25000,733692
2024-10-16 22:56:02,47200,1.1013603210449219,0.07500702887773514,0.01,25500,747958
2024-10-16 22:56:07,47400,1.1075317859649658,0.06201506406068802,0.01,25500,747958
2024-10-16 22:56:11,47600,1.0484604835510254,0.0868317186832428,0.01,25500,747958
2024-10-16 22:56:15,47800,1.1095417737960815,0.05946695804595947,0.01,25500,747958
2024-10-16 22:56:20,48000,1.097540020942688,0.07633543014526367,0.01,25500,747958
2024-10-16 23:06:48,48200,1.1278082132339478,0.062181148678064346,0.01,26000,762122
2024-10-16 23:06:52,48400,1.0923088788986206,0.07896769046783447,0.01,26000,762122
2024-10-16 23:06:56,48600,1.0299725532531738,0.06188070774078369,0.01,26000,762122
2024-10-16 23:07:01,48800,1.0917247533798218,0.04103795439004898,0.01,26000,762122
2024-10-16 23:07:05,49000,1.091504693031311,0.04817051440477371,0.01,26000,762122
2024-10-16 23:17:22,49200,1.0597951412200928,0.04617616534233093,0.01,26500,776220
2024-10-16 23:17:27,49400,1.0916314125061035,0.02658170647919178,0.01,26500,776220
2024-10-16 23:17:31,49600,1.044228196144104,0.02292005904018879,0.01,26500,776220
2024-10-16 23:17:36,49800,0.9898754358291626,0.0622132383286953,0.01,26500,776220
2024-10-16 23:17:40,50000,0.9176177978515625,0.03392945975065231,0.01,26500,776220
2024-10-16 23:27:59,50200,1.0257149934768677,0.028478283435106277,0.01,27000,790206
2024-10-16 23:28:04,50400,0.8912850618362427,0.03483308106660843,0.01,27000,790206
2024-10-16 23:28:08,50600,1.0127097368240356,0.01993381232023239,0.01,27000,790206
2024-10-16 23:28:12,50800,1.0194674730300903,0.03652554377913475,0.01,27000,790206
2024-10-16 23:28:17,51000,1.0106525421142578,0.02345465123653412,0.01,27000,790206
2024-10-16 23:38:30,51200,1.168565034866333,0.05174991860985756,0.01,27500,804342
2024-10-16 23:38:35,51400,0.9985271692276001,0.04191033914685249,0.01,27500,804342
2024-10-16 23:38:39,51600,1.0953737497329712,0.057801246643066406,0.01,27500,804342
2024-10-16 23:38:43,51800,0.9714974164962769,0.023359671235084534,0.01,27500,804342
2024-10-16 23:38:47,52000,1.0181927680969238,0.029839670285582542,0.01,27500,804342
2024-10-16 23:49:15,52200,1.030917763710022,0.03420213982462883,0.01,28000,818366
2024-10-16 23:49:19,52400,0.9533529281616211,0.06734634935855865,0.01,28000,818366
2024-10-16 23:49:23,52600,1.0433083772659302,0.04839300364255905,0.01,28000,818366
2024-10-16 23:49:28,52800,1.1280806064605713,0.07183688879013062,0.01,28000,818366
2024-10-16 23:49:32,53000,0.9106720685958862,0.04420753940939903,0.01,28000,818366
2024-10-17 00:00:05,53200,1.128431797027588,0.052332330495119095,0.01,28500,832751
2024-10-17 00:00:09,53400,1.0446181297302246,0.07237838208675385,0.01,28500,832751
2024-10-17 00:00:14,53600,0.9680941700935364,0.047788865864276886,0.01,28500,832751
2024-10-17 00:00:18,53800,1.0751351118087769,0.05255602300167084,0.01,28500,832751
2024-10-17 00:00:22,54000,0.9958652257919312,0.04691595584154129,0.01,28500,832751
2024-10-17 00:10:45,54200,1.0436434745788574,0.04140610992908478,0.01,29000,846934
2024-10-17 00:10:49,54400,0.9743427038192749,0.022477474063634872,0.01,29000,846934
2024-10-17 00:10:54,54600,1.118848204612732,0.05481664836406708,0.01,29000,846934
2024-10-17 00:10:58,54800,1.0051655769348145,0.07689261436462402,0.01,29000,846934
2024-10-17 00:11:03,55000,0.9647536277770996,0.07633879780769348,0.01,29000,846934
2024-10-17 00:21:27,55200,0.9630839228630066,0.04099217802286148,0.01,29500,861013
2024-10-17 00:21:31,55400,1.01559579372406,0.03198933228850365,0.01,29500,861013
2024-10-17 00:21:36,55600,0.9451953172683716,0.054804373532533646,0.01,29500,861013
2024-10-17 00:21:40,55800,1.1161415576934814,0.02690422721207142,0.01,29500,861013
2024-10-17 00:21:45,56000,1.0411884784698486,0.04921124503016472,0.01,29500,861013
2024-10-17 00:32:17,56200,1.021626591682434,0.0036900299601256847,0.01,30000,875173
2024-10-17 00:32:21,56400,1.0594053268432617,0.052750132977962494,0.01,30000,875173
2024-10-17 00:32:26,56600,0.9725298881530762,0.010066119953989983,0.01,30000,875173
2024-10-17 00:32:30,56800,1.0269594192504883,0.05150775983929634,0.01,30000,875173
2024-10-17 00:32:34,57000,1.0314383506774902,0.05271252989768982,0.01,30000,875173
2024-10-17 00:42:56,57200,0.9889388084411621,0.03250905126333237,0.01,30500,889193
2024-10-17 00:43:01,57400,1.0348516702651978,0.0104994997382164,0.01,30500,889193
2024-10-17 00:43:05,57600,1.0482203960418701,0.03908247500658035,0.01,30500,889193
2024-10-17 00:43:09,57800,1.043581485748291,0.0036831130273640156,0.01,30500,889193
2024-10-17 00:43:14,58000,1.1746882200241089,0.08181849867105484,0.01,30500,889193
2024-10-17 00:53:33,58200,0.971623420715332,0.03349989652633667,0.01,31000,903179
2024-10-17 00:53:38,58400,1.107537865638733,0.059461820870637894,0.01,31000,903179
2024-10-17 00:53:42,58600,0.9932022094726562,0.057101693004369736,0.01,31000,903179
2024-10-17 00:53:46,58800,1.0042309761047363,0.031070396304130554,0.01,31000,903179
2024-10-17 00:53:51,59000,1.1039234399795532,0.02795872837305069,0.01,31000,903179
2024-10-17 01:04:21,59200,1.0597507953643799,0.0365876778960228,0.01,31500,917377
2024-10-17 01:04:25,59400,1.0190383195877075,0.050591617822647095,0.01,31500,917377
2024-10-17 01:04:29,59600,1.046778917312622,0.02364862896502018,0.01,31500,917377
2024-10-17 01:04:33,59800,0.9481829404830933,0.06085275113582611,0.01,31500,917377
2024-10-17 01:04:38,60000,1.1686168909072876,0.06445177644491196,0.01,31500,917377
2024-10-17 01:14:56,60200,1.023801565170288,0.039400890469551086,0.01,32000,931497
2024-10-17 01:15:00,60400,1.0402394533157349,0.08856184035539627,0.01,32000,931497
2024-10-17 01:15:04,60600,1.0910687446594238,0.028713645413517952,0.01,32000,931497
2024-10-17 01:15:09,60800,1.1069858074188232,0.04832994565367699,0.01,32000,931497
2024-10-17 01:15:13,61000,1.1034735441207886,0.04056417942047119,0.01,32000,931497
2024-10-17 01:25:30,61200,1.0154459476470947,0.009422608651220798,0.01,32500,945581
2024-10-17 01:25:35,61400,1.1143089532852173,0.09621070325374603,0.01,32500,945581
2024-10-17 01:25:39,61600,1.0319218635559082,0.0426924005150795,0.01,32500,945581
2024-10-17 01:25:43,61800,1.0793054103851318,0.04185130074620247,0.01,32500,945581
2024-10-17 01:25:48,62000,1.0570542812347412,0.010636740364134312,0.01,32500,945581
2024-10-17 01:36:14,62200,1.0917930603027344,0.0224324781447649,0.01,33000,959722
2024-10-17 01:36:19,62400,1.010459303855896,0.02947133220732212,0.01,33000,959722
2024-10-17 01:36:23,62600,0.9815242290496826,0.025853803381323814,0.01,33000,959722
2024-10-17 01:36:27,62800,1.0797858238220215,0.05726957321166992,0.01,33000,959722
2024-10-17 01:36:32,63000,1.1888468265533447,0.0671233981847763,0.01,33000,959722
2024-10-17 01:47:01,63200,1.0792453289031982,0.024353671818971634,0.01,33500,973772
2024-10-17 01:47:05,63400,1.057249665260315,0.040104739367961884,0.01,33500,973772
2024-10-17 01:47:09,63600,1.0723540782928467,0.05211678147315979,0.01,33500,973772
