datetime,game_length,game_result,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2024-10-16 13:00:30,50,W+16.5,6,True,False,False,,-1,35.8514,0
2024-10-16 13:00:51,50,W+29.5,3,True,False,False,,-1,28.2751,0
2024-10-16 13:01:15,36,W+20.5,3,True,False,False,,-1,27.0781,0
2024-10-16 13:01:45,47,W+R,1,False,False,False,B,-0.88,27.7586,0
2024-10-16 13:02:07,34,B+R,0,False,False,False,W,-0.88,26.5577,0
2024-10-16 13:02:31,50,B+R,2,False,False,False,W,-0.88,26.1309,0
2024-10-16 13:02:52,38,B+R,2,False,False,False,W,-0.88,25.355,0
2024-10-16 13:03:15,49,W+R,1,False,False,False,B,-0.88,25.0528,0
2024-10-16 13:03:47,44,B+R,1,False,False,False,W,-0.88,25.9138,0
2024-10-16 13:04:11,48,B+R,1,False,False,False,W,-0.88,25.6727,0
2024-10-16 13:04:38,49,W+R,0,False,False,False,B,-0.88,25.8126,0
2024-10-16 13:04:59,47,W+R,2,False,False,False,B,-0.88,25.3692,0
2024-10-16 13:05:19,36,B+R,3,False,False,False,W,-0.88,25.0144,0
2024-10-16 13:05:49,50,B+R,3,False,False,False,W,-0.88,25.3701,0
2024-10-16 13:06:10,49,W+R,6,False,False,False,B,-0.88,25.0466,0
2024-10-16 13:06:33,49,W+R,0,False,False,False,B,-0.88,24.9344,0
2024-10-16 13:06:51,34,B+R,0,False,False,False,W,-0.88,24.5215,0
2024-10-16 13:07:14,33,W+R,0,False,False,False,B,-0.88,24.4147,0
2024-10-16 13:07:42,50,B+R,4,False,False,False,W,-0.88,24.6418,0
2024-10-16 13:08:09,47,W+R,1,False,False,False,B,-0.88,24.7162,0
2024-10-16 13:08:28,36,B+R,0,False,False,False,W,-0.88,24.4631,0
2024-10-16 13:08:54,48,B+R,4,False,False,False,W,-0.88,24.5175,0
2024-10-16 13:09:17,40,B+R,1,False,False,False,W,-0.88,24.4542,0
2024-10-16 13:09:39,38,B+R,2,False,False,False,W,-0.88,24.3824,0
2024-10-16 13:10:05,41,W+R,1,False,False,False,B,-0.88,24.4122,0
2024-10-16 13:10:26,39,W+R,1,False,False,False,B,-0.88,24.3078,0
2024-10-16 13:10:50,49,W+R,2,False,False,False,B,-0.88,24.2928,0
2024-10-16 13:11:18,50,W+25.5,4,True,True,False,B,-0.88,24.4086,0
2024-10-16 13:11:45,49,W+R,1,False,False,False,B,-0.88,24.5077,0
2024-10-16 13:12:14,49,W+R,0,False,False,False,B,-0.88,24.6522,0
2024-10-16 13:12:39,40,B+R,0,False,False,False,W,-0.88,24.6762,0
2024-10-16 13:13:12,50,W+29.5,2,True,True,False,B,-0.88,24.9213,0
2024-10-16 13:13:40,38,B+R,4,False,False,False,W,-0.88,25.0172,0
2024-10-16 13:14:08,49,W+R,0,False,False,False,B,-0.88,25.0962,0
2024-10-16 13:14:32,28,B+R,2,False,False,False,W,-0.88,25.075,0
2024-10-16 13:14:56,34,B+R,1,False,False,False,W,-0.88,25.0461,0
2024-10-16 13:15:14,29,B+4.5,2,True,True,False,W,-0.88,24.8669,0
2024-10-16 13:15:36,30,B+R,0,False,False,False,W,-0.88,24.7897,0
2024-10-16 13:16:03,42,B+R,2,False,False,False,W,-0.88,24.8361,0
2024-10-16 13:16:23,40,B+R,0,False,False,False,W,-0.88,24.7222,0
2024-10-16 13:16:47,47,W+R,4,False,False,False,B,-0.88,24.7085,0
2024-10-16 13:17:12,47,W+R,2,False,False,False,B,-0.88,24.7064,0
2024-10-16 13:17:34,46,B+R,1,False,False,False,W,-0.88,24.6497,0
2024-10-16 13:17:55,34,B+R,0,False,False,False,W,-0.88,24.5534,0
2024-10-16 13:18:21,49,W+R,1,False,False,False,B,-0.88,24.5997,0
2024-10-16 13:18:50,49,W+R,2,False,False,False,B,-0.88,24.6813,0
2024-10-16 13:19:08,32,B+R,1,False,False,False,W,-0.88,24.5442,0
2024-10-16 13:19:36,50,B+R,0,False,False,False,W,-0.88,24.6198,0
2024-10-16 13:20:04,50,B+2.5,1,True,True,False,W,-0.88,24.6947,0
2024-10-16 13:20:22,50,B+R,2,False,False,False,W,-0.88,24.5577,0
2024-10-16 13:20:47,31,W+R,0,False,False,False,B,-0.88,24.5615,0
2024-10-16 13:21:12,41,W+R,0,False,False,False,B,-0.88,24.5636,0
2024-10-16 13:21:35,47,W+R,1,False,False,False,B,-0.88,24.5376,0
2024-10-16 13:22:03,43,W+R,0,False,False,False,B,-0.88,24.6086,0
2024-10-16 13:22:27,47,W+R,4,False,False,False,B,-0.88,24.5859,0
2024-10-16 13:22:45,40,B+R,0,False,False,False,W,-0.88,24.4784,0
2024-10-16 13:23:06,44,B+R,1,False,False,False,W,-0.88,24.4179,0
2024-10-16 13:23:27,43,W+R,2,False,False,False,B,-0.88,24.3585,0
2024-10-16 13:23:47,44,B+R,5,False,False,False,W,-0.88,24.2832,0
2024-10-16 13:24:14,50,B+R,0,False,False,False,W,-0.88,24.3241,0
2024-10-16 13:24:32,46,B+7.5,3,True,True,False,W,-0.88,24.2211,0
2024-10-16 13:24:47,36,B+R,2,False,False,False,W,-0.88,24.074,0
