datetime,game_length,game_result,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2024-10-16 13:00:23,47,B+1.5,6,True,False,False,,-1,30.0685,0
2024-10-16 13:00:43,45,B+11.5,6,True,False,False,,-1,25.2791,0
2024-10-16 13:01:07,50,W+12.5,10,True,False,False,,-1,24.6941,0
2024-10-16 13:01:43,50,B+10.5,7,True,False,False,,-1,27.5227,0
2024-10-16 13:02:16,49,W+R,2,False,False,False,B,-0.88,28.6225,0
2024-10-16 13:02:41,45,W+R,0,False,False,False,B,-0.88,28.009,0
2024-10-16 13:03:09,46,B+R,3,False,False,False,W,-0.88,28.0263,0
2024-10-16 13:03:34,38,B+R,4,False,False,False,W,-0.88,27.662,0
2024-10-16 13:03:58,38,B+R,2,False,False,False,W,-0.88,27.2471,0
2024-10-16 13:04:26,32,B+R,3,False,False,False,W,-0.88,27.3185,0
2024-10-16 13:04:52,48,B+R,7,False,False,False,W,-0.88,27.242,0
2024-10-16 13:05:19,48,B+R,4,False,False,False,W,-0.88,27.1646,0
2024-10-16 13:05:49,40,B+R,2,False,False,False,W,-0.88,27.4325,0
2024-10-16 13:06:22,47,W+R,3,False,False,False,B,-0.88,27.7835,0
2024-10-16 13:06:49,50,B+R,7,False,False,False,W,-0.88,27.7587,0
2024-10-16 13:07:16,50,B+R,3,False,False,False,W,-0.88,27.7149,0
2024-10-16 13:07:44,49,W+R,4,False,False,False,B,-0.88,27.7141,0
2024-10-16 13:08:19,49,W+R,6,False,False,False,B,-0.88,28.1242,0
2024-10-16 13:08:38,36,B+R,5,False,False,False,W,-0.88,27.6677,0
2024-10-16 13:09:07,40,B+R,1,False,False,False,W,-0.88,27.7247,0
2024-10-16 13:09:35,50,B+17.5,6,True,True,False,W,-0.88,27.7029,0
2024-10-16 13:10:02,32,B+R,1,False,False,False,W,-0.88,27.7047,0
2024-10-16 13:10:33,36,B+R,2,False,False,False,W,-0.88,27.8512,0
2024-10-16 13:11:02,36,B+R,3,False,False,False,W,-0.88,27.8663,0
2024-10-16 13:11:34,49,W+R,3,False,False,False,B,-0.88,28.0467,0
2024-10-16 13:12:01,50,B+10.5,3,True,True,False,W,-0.88,28.0198,0
2024-10-16 13:12:27,50,W+11.5,5,True,False,False,,-0.88,27.9497,0
2024-10-16 13:13:01,49,W+R,5,False,False,False,B,-0.88,28.1536,0
2024-10-16 13:13:24,48,B+R,5,False,False,False,W,-0.88,27.974,0
2024-10-16 13:13:48,36,B+R,1,False,False,False,W,-0.88,27.8385,0
2024-10-16 13:14:14,49,W+R,10,False,False,False,B,-0.88,27.788,0
2024-10-16 13:14:36,38,B+R,1,False,False,False,W,-0.88,27.6014,0
2024-10-16 13:14:55,28,B+R,1,False,False,False,W,-0.88,27.3521,0
2024-10-16 13:15:16,33,W+R,3,False,False,False,B,-0.88,27.1641,0
2024-10-16 13:15:48,45,W+R,5,False,False,False,B,-0.88,27.3027,0
2024-10-16 13:16:19,48,B+R,4,False,False,False,W,-0.88,27.3822,0
2024-10-16 13:16:47,32,B+R,1,False,False,False,W,-0.88,27.4113,0
2024-10-16 13:17:09,50,B+R,5,False,False,False,W,-0.88,27.2743,0
2024-10-16 13:17:37,42,B+R,2,False,False,False,W,-0.88,27.2943,0
2024-10-16 13:18:04,34,B+R,1,False,False,False,W,-0.88,27.2879,0
2024-10-16 13:18:35,48,B+R,5,False,False,False,W,-0.88,27.3692,0
2024-10-16 13:19:04,48,B+R,6,False,False,False,W,-0.88,27.4147,0
2024-10-16 13:19:32,45,W+R,3,False,False,False,B,-0.88,27.4179,0
2024-10-16 13:19:55,29,B+6.5,2,False,False,False,,-0.88,27.3169,0
2024-10-16 13:20:30,49,W+R,4,False,False,False,B,-0.88,27.4848,0
2024-10-16 13:20:55,38,B+R,3,False,False,False,W,-0.88,27.4407,0
2024-10-16 13:21:21,47,W+R,5,False,False,False,B,-0.88,27.4174,0
2024-10-16 13:21:47,46,B+R,5,False,False,False,W,-0.88,27.3769,0
